LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate
31,081109,203818,239,INFO,dfs.DataNode$PacketResponder,Received block blk_6404252731726582635 of size 67108864 from /10.251.29.239,E7,Received block <*> of size <*> from <*>
32,081109,203818,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.160:50010 is added to blk_6404252731726582635 size 67108864,E8,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
33,081109,203818,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.5.237:50010 is added to blk_6404252731726582635 size 67108864,E8,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
34,081109,203818,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.29.239:50010 is added to blk_6404252731726582635 size 67108864,E8,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
35,081109,203841,240,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-2243197970814107671 terminating,E4,PacketResponder <*> for block <*> terminating
36,081109,203841,240,INFO,dfs.DataNode$PacketResponder,Received block blk_-2243197970814107671 of size 67108864 from /10.251.25.237,E7,Received block <*> of size <*> from <*>
37,081109,203841,244,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-2243197970814107671 terminating,E4,PacketResponder <*> for block <*> terminating
38,081109,203841,244,INFO,dfs.DataNode$PacketResponder,Received block blk_-2243197970814107671 of size 67108864 from /10.251.25.237,E7,Received block <*> of size <*> from <*>
39,081109,203841,260,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-2243197970814107671 terminating,E4,PacketResponder <*> for block <*> terminating
40,081109,203841,260,INFO,dfs.DataNode$PacketResponder,Received block blk_-2243197970814107671 of size 67108864 from /10.251.66.192,E7,Received block <*> of size <*> from <*>
41,081109,203841,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.209:50010 is added to blk_-2243197970814107671 size 67108864,E8,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
42,081109,203841,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.25.237:50010 is added to blk_-2243197970814107671 size 67108864,E8,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
43,081109,203842,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.192:50010 is added to blk_-2243197970814107671 size 67108864,E8,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
44,081109,203901,254,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_8797041285204073351 terminating,E4,PacketResponder <*> for block <*> terminating
45,081109,203901,254,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_8797041285204073351 terminating,E4,PacketResponder <*> for block <*> terminating
46,081109,203901,254,INFO,dfs.DataNode$PacketResponder,Received block blk_8797041285204073351 of size 67108864 from /10.251.123.20,E7,Received block <*> of size <*> from <*>
47,081109,203901,254,INFO,dfs.DataNode$PacketResponder,Received block blk_8797041285204073351 of size 67108864 from /10.251.123.20,E7,Received block <*> of size <*> from <*>
48,081109,203901,258,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_8797041285204073351 terminating,E4,PacketResponder <*> for block <*> terminating
49,081109,203901,258,INFO,dfs.DataNode$PacketResponder,Received block blk_8797041285204073351 of size 67108864 from /10.251.75.49,E7,Received block <*> of size <*> from <*>
50,081109,203901,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.15.240:50010 is added to blk_8797041285204073351 size 67108864,E8,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
51,081109,203901,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.49:50010 is added to blk_8797041285204073351 size 67108864,E8,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
52,081109,203901,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.20:50010 is added to blk_8797041285204073351 size 67108864,E8,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
53,081109,204006,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000093_0/part-00093. blk_7385666194491345346,E2,BLOCK* NameSystem.allocateBlock: <*> <*>
54,081109,204006,295,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7385666194491345346 src: /10.251.194.129:59015 dest: /10.251.194.129:50010,E0,Receiving block <*> src: <*> dest: <*>
55,081109,204006,323,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7385666194491345346 src: /10.251.194.129:42536 dest: /10.251.194.129:50010,E0,Receiving block <*> src: <*> dest: <*>
56,081109,204007,333,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7385666194491345346 src: /10.250.10.223:37437 dest: /10.250.10.223:50010,E0,Receiving block <*> src: <*> dest: <*>
57,081109,204036,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.10.223:50010 is added to blk_7385666194491345346 size 67108864,E8,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
58,081109,204036,296,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_7385666194491345346 terminating,E4,PacketResponder <*> for block <*> terminating
59,081109,204036,296,INFO,dfs.DataNode$PacketResponder,Received block blk_7385666194491345346 of size 67108864 from /10.251.194.129,E7,Received block <*> of size <*> from <*>
60,081109,204036,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.26.177:50010 is added to blk_7385666194491345346 size 67108864,E8,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
61,081109,204036,324,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_7385666194491345346 terminating,E4,PacketResponder <*> for block <*> terminating
62,081109,204036,324,INFO,dfs.DataNode$PacketResponder,Received block blk_7385666194491345346 of size 67108864 from /10.251.194.129,E7,Received block <*> of size <*> from <*>
63,081109,204036,334,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_7385666194491345346 terminating,E4,PacketResponder <*> for block <*> terminating
64,081109,204036,334,INFO,dfs.DataNode$PacketResponder,Received block blk_7385666194491345346 of size 67108864 from /10.250.10.223,E7,Received block <*> of size <*> from <*>
65,081109,204036,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.194.129:50010 is added to blk_7385666194491345346 size 67108864,E8,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
66,081109,204446,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000315_0/part-00315. blk_681293588384845,E2,BLOCK* NameSystem.allocateBlock: <*> <*>
67,081109,204446,489,INFO,dfs.DataNode$DataXceiver,Receiving block blk_681293588384845 src: /10.251.203.149:57488 dest: /10.251.203.149:50010,E0,Receiving block <*> src: <*> dest: <*>
68,081109,204446,495,INFO,dfs.DataNode$DataXceiver,Receiving block blk_681293588384845 src: /10.250.11.85:58233 dest: /10.250.11.85:50010,E0,Receiving block <*> src: <*> dest: <*>
69,081109,204446,508,INFO,dfs.DataNode$DataXceiver,Receiving block blk_681293588384845 src: /10.250.11.85:48299 dest: /10.250.11.85:50010,E0,Receiving block <*> src: <*> dest: <*>
70,081109,204532,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.149:50010 is added to blk_681293588384845 size 67108864,E8,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
71,081109,204532,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.11.85:50010 is added to blk_681293588384845 size 67108864,E8,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
72,081109,204532,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.38.214:50010 is added to blk_681293588384845 size 67108864,E8,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
73,081109,204532,490,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_681293588384845 terminating,E4,PacketResponder <*> for block <*> terminating
74,081109,204532,490,INFO,dfs.DataNode$PacketResponder,Received block blk_681293588384845 of size 67108864 from /10.251.203.149,E7,Received block <*> of size <*> from <*>
75,081109,204532,496,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_681293588384845 terminating,E4,PacketResponder <*> for block <*> terminating
76,081109,204532,496,INFO,dfs.DataNode$PacketResponder,Received block blk_681293588384845 of size 67108864 from /10.250.11.85,E7,Received block <*> of size <*> from <*>
77,081109,204532,509,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_681293588384845 terminating,E4,PacketResponder <*> for block <*> terminating
78,081109,204532,509,INFO,dfs.DataNode$PacketResponder,Received block blk_681293588384845 of size 67108864 from /10.250.11.85,E7,Received block <*> of size <*> from <*>
79,081109,204632,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000450_0/part-00450. blk_2559097127603849361,E2,BLOCK* NameSystem.allocateBlock: <*> <*>
80,081109,204632,566,INFO,dfs.DataNode$DataXceiver,Receiving block blk_2559097127603849361 src: /10.251.110.160:39512 dest: /10.251.110.160:50010,E0,Receiving block <*> src: <*> dest: <*>
81,081109,204632,568,INFO,dfs.DataNode$DataXceiver,Receiving block blk_2559097127603849361 src: /10.251.127.191:46848 dest: /10.251.127.191:50010,E0,Receiving block <*> src: <*> dest: <*>
82,081109,204632,572,INFO,dfs.DataNode$DataXceiver,Receiving block blk_2559097127603849361 src: /10.251.127.191:44238 dest: /10.251.127.191:50010,E0,Receiving block <*> src: <*> dest: <*>
83,081109,204635,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_-2983481749155087856,E3,Verification succeeded for <*>
84,081109,204659,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.143:50010 is added to blk_2559097127603849361 size 67108864,E8,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
85,081109,204659,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.160:50010 is added to blk_2559097127603849361 size 67108864,E8,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
86,081109,204659,567,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_2559097127603849361 terminating,E4,PacketResponder <*> for block <*> terminating
87,081109,204659,567,INFO,dfs.DataNode$PacketResponder,Received block blk_2559097127603849361 of size 67108864 from /10.251.110.160,E7,Received block <*> of size <*> from <*>
88,081109,204659,573,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_2559097127603849361 terminating,E4,PacketResponder <*> for block <*> terminating
89,081109,204659,573,INFO,dfs.DataNode$PacketResponder,Received block blk_2559097127603849361 of size 67108864 from /10.251.127.191,E7,Received block <*> of size <*> from <*>
90,081109,204700,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.127.191:50010 is added to blk_2559097127603849361 size 67108864,E8,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
91,081109,204700,569,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_2559097127603849361 terminating,E4,PacketResponder <*> for block <*> terminating
92,081109,204700,569,INFO,dfs.DataNode$PacketResponder,Received block blk_2559097127603849361 of size 67108864 from /10.251.127.191,E7,Received block <*> of size <*> from <*>
93,081109,204808,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000469_0/part-00469. blk_-1787747917999809597,E2,BLOCK* NameSystem.allocateBlock: <*> <*>
94,081109,204808,622,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1787747917999809597 src: /10.251.71.193:60775 dest: /10.251.71.193:50010,E0,Receiving block <*> src: <*> dest: <*>
95,081109,204808,633,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1787747917999809597 src: /10.251.125.193:41678 dest: /10.251.125.193:50010,E0,Receiving block <*> src: <*> dest: <*>
96,081109,204808,662,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1787747917999809597 src: /10.251.125.193:44413 dest: /10.251.125.193:50010,E0,Receiving block <*> src: <*> dest: <*>
97,081109,204849,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.193:50010 is added to blk_-1787747917999809597 size 67108864,E8,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
98,081109,204849,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.125.193:50010 is added to blk_-1787747917999809597 size 67108864,E8,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
99,081109,204849,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.126.5:50010 is added to blk_-1787747917999809597 size 67108864,E8,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
100,081109,204849,624,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-1787747917999809597 terminating,E4,PacketResponder <*> for block <*> terminating
101,081109,204849,624,INFO,dfs.DataNode$PacketResponder,Received block blk_-1787747917999809597 of size 67108864 from /10.251.71.193,E7,Received block <*> of size <*> from <*>
102,081109,204849,634,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-1787747917999809597 terminating,E4,PacketResponder <*> for block <*> terminating
103,081109,204849,634,INFO,dfs.DataNode$PacketResponder,Received block blk_-1787747917999809597 of size 67108864 from /10.251.125.193,E7,Received block <*> of size <*> from <*>
104,081109,204849,663,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-1787747917999809597 terminating,E4,PacketResponder <*> for block <*> terminating
105,081109,204849,663,INFO,dfs.DataNode$PacketResponder,Received block blk_-1787747917999809597 of size 67108864 from /10.251.125.193,E7,Received block <*> of size <*> from <*>
106,081109,205112,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000649_0/part-00649. blk_1302093073131538608,E2,BLOCK* NameSystem.allocateBlock: <*> <*>
107,081109,205112,749,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1302093073131538608 src: /10.251.109.209:41354 dest: /10.251.109.209:50010,E0,Receiving block <*> src: <*> dest: <*>
108,081109,205113,742,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1302093073131538608 src: /10.250.6.214:56117 dest: /10.250.6.214:50010,E0,Receiving block <*> src: <*> dest: <*>
109,081109,205113,749,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1302093073131538608 src: /10.251.109.209:50326 dest: /10.251.109.209:50010,E0,Receiving block <*> src: <*> dest: <*>
110,081109,205120,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000571_0/part-00571. blk_-4992603453371451704,E2,BLOCK* NameSystem.allocateBlock: <*> <*>
111,081109,205120,754,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-4992603453371451704 src: /10.251.214.18:55120 dest: /10.251.214.18:50010,E0,Receiving block <*> src: <*> dest: <*>
112,081109,205120,755,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-4992603453371451704 src: /10.251.214.18:53493 dest: /10.251.214.18:50010,E0,Receiving block <*> src: <*> dest: <*>
113,081109,205121,763,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-4992603453371451704 src: /10.250.5.237:37509 dest: /10.250.5.237:50010,E0,Receiving block <*> src: <*> dest: <*>
114,081109,205151,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.5.237:50010 is added to blk_-4992603453371451704 size 67108864,E8,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
115,081109,205151,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.5.161:50010 is added to blk_-4992603453371451704 size 67108864,E8,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
116,081109,205151,755,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-4992603453371451704 terminating,E4,PacketResponder <*> for block <*> terminating
117,081109,205151,755,INFO,dfs.DataNode$PacketResponder,Received block blk_-4992603453371451704 of size 67108864 from /10.251.214.18,E7,Received block <*> of size <*> from <*>
118,081109,205151,764,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-4992603453371451704 terminating,E4,PacketResponder <*> for block <*> terminating
119,081109,205151,764,INFO,dfs.DataNode$PacketResponder,Received block blk_-4992603453371451704 of size 67108864 from /10.250.5.237,E7,Received block <*> of size <*> from <*>
120,081109,205152,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.18:50010 is added to blk_-4992603453371451704 size 67108864,E8,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
121,081109,205152,756,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-4992603453371451704 terminating,E4,PacketResponder <*> for block <*> terminating
122,081109,205152,756,INFO,dfs.DataNode$PacketResponder,Received block blk_-4992603453371451704 of size 67108864 from /10.251.214.18,E7,Received block <*> of size <*> from <*>
123,081109,205158,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.90.134:50010 is added to blk_1302093073131538608 size 67108864,E8,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
124,081109,205158,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.214:50010 is added to blk_1302093073131538608 size 67108864,E8,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
125,081109,205158,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.109.209:50010 is added to blk_1302093073131538608 size 67108864,E8,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
126,081109,205158,743,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_1302093073131538608 terminating,E4,PacketResponder <*> for block <*> terminating
127,081109,205158,743,INFO,dfs.DataNode$PacketResponder,Received block blk_1302093073131538608 of size 67108864 from /10.250.6.214,E7,Received block <*> of size <*> from <*>
128,081109,205158,750,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_1302093073131538608 terminating,E4,PacketResponder <*> for block <*> terminating
129,081109,205158,750,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_1302093073131538608 terminating,E4,PacketResponder <*> for block <*> terminating
130,081109,205158,750,INFO,dfs.DataNode$PacketResponder,Received block blk_1302093073131538608 of size 67108864 from /10.251.109.209,E7,Received block <*> of size <*> from <*>
131,081109,205158,750,INFO,dfs.DataNode$PacketResponder,Received block blk_1302093073131538608 of size 67108864 from /10.251.109.209,E7,Received block <*> of size <*> from <*>
132,081109,205235,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000509_0/part-00509. blk_-4123872547326132963,E2,BLOCK* NameSystem.allocateBlock: <*> <*>
133,081109,205235,803,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-4123872547326132963 src: /10.251.214.18:53544 dest: /10.251.214.18:50010,E0,Receiving block <*> src: <*> dest: <*>
134,081109,205236,779,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-4123872547326132963 src: /10.251.107.242:35639 dest: /10.251.107.242:50010,E0,Receiving block <*> src: <*> dest: <*>
135,081109,205236,785,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-4123872547326132963 src: /10.251.214.18:56250 dest: /10.251.214.18:50010,E0,Receiving block <*> src: <*> dest: <*>
136,081109,205306,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.18:50010 is added to blk_-4123872547326132963 size 67108864,E8,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
137,081109,205306,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.125.237:50010 is added to blk_-4123872547326132963 size 67108864,E8,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
138,081109,205306,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.242:50010 is added to blk_-4123872547326132963 size 67108864,E8,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
139,081109,205306,780,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-4123872547326132963 terminating,E4,PacketResponder <*> for block <*> terminating
140,081109,205306,780,INFO,dfs.DataNode$PacketResponder,Received block blk_-4123872547326132963 of size 67108864 from /10.251.107.242,E7,Received block <*> of size <*> from <*>
141,081109,205306,786,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-4123872547326132963 terminating,E4,PacketResponder <*> for block <*> terminating
